Year,Country,Gini coefficient,GDP,Conflict,Deaths,Free and fair elections index,Liberal democracy index
2006,Spain,0.4548475,2.3577726,0,0,0.952,0.81
2007,Spain,0.44900468,1.7045716,0,0,0.952,0.808
2008,Spain,0.4494594,-0.70964485,0,0,0.965,0.816
2009,Spain,0.46178713,-4.6117477,0,0,0.968,0.818
2010,Spain,0.4547706,-0.2971789,0,0,0.968,0.823
2011,Spain,0.45275575,-1.1662039,0,0,0.968,0.823
2012,Spain,0.4531705,-3.0219066,0,0,0.966,0.802
2013,Spain,0.4568206,-1.0797412,0,0,0.966,0.78
2014,Spain,0.4588153,1.6993526,0,0,0.966,0.782
2015,Spain,0.46006137,3.9191172,0,0,0.966,0.766
2016,Spain,0.4620796,2.950816,0,0,0.956,0.772
2017,Spain,0.45117748,2.7344751,1,16,0.958,0.761
2018,Spain,0.4495441683862432,1.8374605,0,0,0.963,0.779
2019,Spain,0.4490652864021162,1.2546318,0,0,0.971,0.807
2020,Spain,0.44858640441798925,-11.600189,0,0,0.974,0.792
2021,Spain,0.4481075224338622,6.2906594,0,0,0.972,0.776
2022,Spain,0.45626763,4.9680514,0,0,0.976,0.783
2023,Spain,0.44714975846560834,4.947313089916029,1,2,0.967,0.757
1990,Sweden,0.3170226,-0.020759175,0,0,0.959,0.882
1991,Sweden,0.324095,-1.8175151,0,0,0.959,0.882
1992,Sweden,0.31958652,-1.7366303,0,0,0.96,0.881
1993,Sweden,0.33190897,-2.6328084,0,0,0.96,0.88
1994,Sweden,0.35592508,3.1939554,0,0,0.96,0.88
1995,Sweden,0.36583695,3.3912692,0,0,0.962,0.881
1996,Sweden,0.3544958,1.4179243,0,0,0.962,0.881
1997,Sweden,0.3693918,3.011523,0,0,0.962,0.881
1998,Sweden,0.3741495,4.253947,0,0,0.962,0.881
1999,Sweden,0.3775201,4.165979,0,0,0.962,0.88
2000,Sweden,0.34282348,4.5982547,0,0,0.962,0.88
2001,Sweden,0.32916674,1.1775019,0,0,0.962,0.88
2002,Sweden,0.3349623,1.864874,0,0,0.962,0.881
2003,Sweden,0.34713408,1.9298304,0,0,0.963,0.882
2004,Sweden,0.37304977,3.9273062,0,0,0.963,0.882
2005,Sweden,0.40953535,2.4482484,0,0,0.963,0.882
2006,Sweden,0.41757688,4.075715,0,0,0.963,0.882
2007,Sweden,0.41701075,2.6750026,0,0,0.965,0.883
2008,Sweden,0.4106486,-1.2230695,0,0,0.965,0.883
2009,Sweden,0.4035997,-5.1512628,0,0,0.965,0.883
2010,Sweden,0.41963282,5.0526786,0,0,0.966,0.883
2011,Sweden,0.41235334,2.4189885,0,0,0.97,0.884
2012,Sweden,0.39218596,-1.3210024,0,0,0.97,0.887
2013,Sweden,0.39291632,0.33398485,0,0,0.969,0.887
2014,Sweden,0.39801383,1.644244,0,0,0.965,0.885
2015,Sweden,0.4068468,3.3901763,0,0,0.964,0.884
2016,Sweden,0.3910558,0.7961463,0,0,0.964,0.881
2017,Sweden,0.398301,1.1951475,1,5,0.964,0.881
2018,Sweden,0.42448361141229185,0.77257746,0,0,0.961,0.878
2019,Sweden,0.4278727784940983,0.9575617,0,0,0.947,0.871
2020,Sweden,0.4312619455759057,-2.874684,0,0,0.947,0.872
2021,Sweden,0.43465111265771306,5.511425,0,0,0.947,0.869
2022,Sweden,0.43688342,2.2137501,0,0,0.948,0.867
2023,Sweden,0.4414294468213269,2.1705870433981933,0,0,0.95,0.852
1990,Switzerland,0.41645733,2.615466,0,0,0.924,0.83
1991,Switzerland,0.39923924,-2.1464899,0,0,0.923,0.832
1992,Switzerland,0.39118358,-1.1397191,0,0,0.92,0.828
1993,Switzerland,0.38762614,-1.0314224,0,0,0.92,0.833
1994,Switzerland,0.3914578,0.4656864,0,0,0.92,0.833
1995,Switzerland,0.39199552,-0.18835074,0,0,0.921,0.833
1996,Switzerland,0.39501408,0.02854064,0,0,0.927,0.837
1997,Switzerland,0.40586424,2.015283,0,0,0.927,0.837
1998,Switzerland,0.41328147,2.7242846,0,0,0.927,0.837
1999,Switzerland,0.39912805,1.179006,0,0,0.926,0.837
2000,Switzerland,0.42415336,3.3761573,0,0,0.923,0.837
2001,Switzerland,0.40672395,0.93494964,0,0,0.923,0.837
2002,Switzerland,0.40760183,-0.8262804,0,0,0.923,0.837
2003,Switzerland,0.421384,-0.77133316,0,0,0.924,0.842
2004,Switzerland,0.42189702,1.9981321,0,0,0.926,0.842
2005,Switzerland,0.43112326,2.0935867,0,0,0.926,0.842
2006,Switzerland,0.4427562,3.4225507,0,0,0.926,0.842
2007,Switzerland,0.42914498,2.991822,0,0,0.929,0.845
2008,Switzerland,0.41381225,1.5099508,0,0,0.939,0.854
2009,Switzerland,0.41241503,-3.5105588,0,0,0.939,0.853
2010,Switzerland,0.43374047,2.173638,0,0,0.939,0.853
2011,Switzerland,0.43287843,0.68733984,0,0,0.942,0.855
2012,Switzerland,0.42422,0.110596605,0,0,0.953,0.859
2013,Switzerland,0.42559725,0.6283607,0,0,0.953,0.86
2014,Switzerland,0.42349926,1.1086936,0,0,0.953,0.86
2015,Switzerland,0.42210236,0.49412984,0,0,0.947,0.861
2016,Switzerland,0.42287254,0.96013165,0,0,0.944,0.861
2017,Switzerland,0.41950777,0.42132616,0,0,0.949,0.868
2018,Switzerland,0.4350985471571023,2.1055248,0,0,0.949,0.868
2019,Switzerland,0.4364824758811561,0.42308977,0,0,0.948,0.866
2020,Switzerland,0.4378664046052094,-2.8541584,0,0,0.942,0.855
2021,Switzerland,0.4392503333292632,4.588192,0,0,0.942,0.851
2022,Switzerland,0.41825283,1.7360013,0,0,0.942,0.851
2023,Switzerland,0.4420181907773708,1.6817902896481607,0,0,0.934,0.844
1990,Turkey,0.660477,7.216742,1,612,0.835,0.355
1991,Turkey,0.65446657,-1.0949599,1,426,0.839,0.368
1992,Turkey,0.64849246,3.2057583,1,1889,0.855,0.376
1993,Turkey,0.6425544,5.7837315,1,2685,0.855,0.375
1994,Turkey,0.6366522,-6.326331,1,4156,0.855,0.377
1995,Turkey,0.6367254,6.0678897,1,3700,0.855,0.379
1996,Turkey,0.6367975,5.619568,1,3696,0.862,0.386
1997,Turkey,0.63686836,5.850801,1,2624,0.862,0.396
1998,Turkey,0.6369379,0.8168467,1,2044,0.862,0.396
1999,Turkey,0.6370062,-4.7075257,1,1173,0.88,0.42
2000,Turkey,0.6370735,5.385567,1,153,0.887,0.432
2001,Turkey,0.6371396,-7.1382513,1,103,0.887,0.437
2002,Turkey,0.6372046,4.9690623,1,28,0.89,0.496
2003,Turkey,0.62988925,4.3734345,1,137,0.906,0.506
2004,Turkey,0.61641115,8.3094,1,194,0.906,0.511
2005,Turkey,0.59449154,7.5333996,1,293,0.906,0.498
2006,Turkey,0.5832355,5.5702634,1,216,0.906,0.496
2007,Turkey,0.5768652,4.2098765,1,494,0.832,0.477
2008,Turkey,0.58526266,-0.45285368,1,452,0.741,0.424
2009,Turkey,0.6013699,-6.127857,1,138,0.741,0.413
2010,Turkey,0.5929666,6.7920823,1,226,0.739,0.371
2011,Turkey,0.59455216,9.579864,1,410,0.727,0.362
2012,Turkey,0.5953197,3.4612124,1,809,0.708,0.355
2013,Turkey,0.58559954,7.1013193,1,171,0.697,0.3
2014,Turkey,0.5932925,3.533492,1,2658,0.637,0.258
2015,Turkey,0.5990817,4.678596,1,1966,0.522,0.236
2016,Turkey,0.6070269,1.9422585,1,1829,0.435,0.147
2017,Turkey,0.61233634,6.116959,1,453,0.433,0.105
2018,Turkey,0.61367506,1.6281853,1,485,0.415,0.108
2019,Turkey,0.5740193030077334,-0.6126185,1,383,0.402,0.113
2020,Turkey,0.5712525465059022,0.8761864,1,207,0.402,0.119
2021,Turkey,0.5684857900040701,10.429396,1,144,0.402,0.119
2022,Turkey,0.6011082,4.4995,1,129,0.384,0.114
2023,Turkey,0.5629522770004076,4.4294072578808,1,109,0.405,0.113
1990,United Kingdom,0.45997345,0.43308115,1,41,0.892,0.745
1991,United Kingdom,0.46588913,-1.4084858,1,26,0.892,0.745
1992,United Kingdom,0.46676603,0.129933,0,0,0.889,0.744
1993,United Kingdom,0.47266042,2.2444105,1,32,0.888,0.748
1994,United Kingdom,0.46408895,3.5819676,0,0,0.888,0.751
1995,United Kingdom,0.46650928,2.2607837,0,0,0.888,0.751
1996,United Kingdom,0.47474742,2.3211539,0,0,0.888,0.751
1997,United Kingdom,0.4711582,4.655039,0,0,0.881,0.747
1998,United Kingdom,0.48032293,3.113353,1,29,0.888,0.75
1999,United Kingdom,0.48873183,2.7231197,0,0,0.895,0.772
2000,United Kingdom,0.47638366,3.9466605,0,0,0.913,0.791
2001,United Kingdom,0.480518,2.1845968,0,0,0.92,0.797
2002,United Kingdom,0.48552763,1.3619733,0,0,0.922,0.794
2003,United Kingdom,0.4952259,2.667396,0,0,0.922,0.794
2004,United Kingdom,0.49005216,1.8454027,0,0,0.922,0.794
2005,United Kingdom,0.5008593,2.0358422,1,52,0.929,0.801
2006,United Kingdom,0.5017638,1.6364456,0,0,0.933,0.806
2007,United Kingdom,0.5009426,1.8243644,0,0,0.933,0.806
2008,United Kingdom,0.48488912,-1.0079011,0,0,0.933,0.806
2009,United Kingdom,0.4968391,-5.3337193,0,0,0.933,0.806
2010,United Kingdom,0.46727425,1.4403841,0,0,0.933,0.803
2011,United Kingdom,0.47512487,0.35772663,0,0,0.934,0.803
2012,United Kingdom,0.4863328,0.80951184,0,0,0.934,0.805
2013,United Kingdom,0.49935836,1.1128557,0,0,0.934,0.799
2014,United Kingdom,0.48022315,2.4385743,0,0,0.932,0.798
2015,United Kingdom,0.46938324,1.4134986,0,0,0.923,0.789
2016,United Kingdom,0.4682302,1.1515493,0,0,0.921,0.788
2017,United Kingdom,0.46811715,1.960021,0,0,0.928,0.8
2018,United Kingdom,0.49069346656695145,0.79121476,0,0,0.942,0.811
2019,United Kingdom,0.49138222660968667,1.0698334,1,3,0.939,0.79
2020,United Kingdom,0.49207098665242166,-10.687168,0,0,0.949,0.804
2021,United Kingdom,0.49275974669515665,8.763986,0,0,0.944,0.786
2022,United Kingdom,0.4572862,4.432095,0,0,0.939,0.764
2023,United Kingdom,0.49413726678062664,4.395999331601611,0,0,0.934,0.772
1990,United States,0.51255625,0.7414861,0,0,0.884,0.806
1991,United States,0.51141477,-1.4342002,0,0,0.891,0.805
1992,United States,0.5235627,2.0966127,0,0,0.891,0.811
1993,United States,0.5210872,1.4057086,0,0,0.891,0.807
1994,United States,0.5200881,2.7608824,0,0,0.892,0.808
1995,United States,0.52835286,1.4687183,0,0,0.893,0.812
1996,United States,0.53559494,2.5722592,0,0,0.893,0.811
1997,United States,0.5418481,3.197212,0,0,0.891,0.809
1998,United States,0.5433338,3.2705112,0,0,0.891,0.809
1999,United States,0.54667294,3.597985,0,0,0.891,0.812
2000,United States,0.5501338,2.925441,0,0,0.889,0.814
2001,United States,0.543755,-0.03991973,1,2986,0.824,0.767
2002,United States,0.5401895,0.75677407,0,0,0.834,0.768
2003,United States,0.54403335,1.9164804,0,0,0.884,0.805
2004,United States,0.5509866,2.8958478,1,4,0.882,0.806
2005,United States,0.5616493,2.5337842,0,0,0.875,0.799
2006,United States,0.56784785,1.7964864,0,0,0.885,0.807
2007,United States,0.56449574,1.0449301,1,0,0.938,0.842
2008,United States,0.5623635,-0.8203679,0,0,0.942,0.846
2009,United States,0.5569538,-3.450016,0,0,0.947,0.856
2010,United States,0.5675382,1.8602917,1,2,0.946,0.854
2011,United States,0.5730562,0.81451935,0,0,0.94,0.849
2012,United States,0.58399504,1.533102,0,0,0.941,0.849
2013,United States,0.5773292,1.1386924,0,0,0.945,0.853
2014,United States,0.5840611,1.5403806,1,7,0.943,0.853
2015,United States,0.5831387,1.9530041,1,14,0.946,0.854
2016,United States,0.5850735,0.93337536,0,0,0.935,0.838
2017,United States,0.5804986,1.5971355,1,8,0.87,0.753
2018,United States,0.58364385,2.404868,0,0,0.859,0.74
2019,United States,0.58053184,1.8296684,1,8,0.856,0.737
2020,United States,0.61952907,-3.7009525,0,0,0.852,0.729
2021,United States,0.6256135,5.7795486,1,2,0.837,0.756
2022,United States,0.6267754,1.5514874,1,1,0.845,0.765
2023,United States,0.601737059921394,1.5481475149330648,0,0,0.897,0.772
