country,year,Voter turnout (highest score=1),Freedom of Religion (highest score=1),Urban population (% of total population),ethnicity_ratio,economic_stability_index,political_social_index
Latvia,2004,0.54,0.8,67.9,0.586,7.362818701966904,-0.09486492095383033
Latvia,2005,0.54,0.75,68.0,0.586,9.813773474669786,-0.10513121046379925
Latvia,2006,0.49,0.75,67.967,0.586,10.894103891719888,-0.13015622955914904
Latvia,2007,0.49,0.75,67.9,0.586,8.733424144592647,-0.13000586111603618
Latvia,2008,0.49,0.75,67.834,0.586,-4.3364570022202935,-0.12789795185884598
Latvia,2009,0.49,0.75,67.814,0.586,-14.94230718438357,-0.11121340000190635
Latvia,2010,0.52,0.75,67.841,0.586,-4.555720989420395,-0.08361443966669761
Latvia,2011,0.52,0.98,67.869,0.586,2.348847796938795,-0.06092253702061516
Latvia,2012,0.52,1.0,67.897,0.586,6.268611100286728,-0.052478691441303606
Latvia,2013,0.52,1.0,67.925,0.586,0.9967958321575907,-0.06028958063219305
Latvia,2014,0.51,0.89,67.952,0.586,0.756766234672882,-0.03937930424812999
Latvia,2015,0.51,0.81,67.98,0.586,2.6296136672706587,-0.03282510713300632
Latvia,2016,0.51,0.89,68.021,0.586,1.1988446712494463,-0.05863029863110274
Latvia,2017,0.51,0.89,68.075,0.586,2.1225585772138937,-0.08688171485817686
Latvia,2018,0.53,0.89,68.142,0.586,2.6943550049692715,-0.02833342960576763
Latvia,2019,0.53,1.0,68.222,0.586,-0.8202980492247802,-0.015029773730653296
Latvia,2020,0.53,1.0,68.315,0.586,-4.944409035712301,-0.09048691399910848
Latvia,2021,0.53,0.89,68.421,0.586,5.5260324589492456,-0.07754867491640981
Latvia,2022,0.6,0.89,68.54,0.586,1.5297723394942582,-0.08874393335028863
Lithuania,1991,0.762317193715262,0.95,67.523,0.766,3.910799486065368,-0.6306574229524984
Lithuania,1992,0.7,0.98,67.464,0.766,3.910802963089667,-0.6148748672843047
Lithuania,1993,0.73,0.98,67.404,0.766,3.910806440113966,-0.5627489228859233
Lithuania,1994,0.73,0.85,67.345,0.766,3.910868472408817,-0.5299558796747424
Lithuania,1995,0.73,0.98,67.285,0.766,3.9108464119860122,-0.2633664942258938
Lithuania,1996,0.49,0.75,67.225,0.766,3.8514935350504333,-0.27474050034287034
Lithuania,1997,0.49,0.75,67.166,0.766,7.003417427108513,0.008995995758805735
Lithuania,1998,0.7,0.75,67.106,0.766,6.147563022179706,0.00680503017706434
Lithuania,1999,0.7,0.8,67.046,0.766,-2.5473040333914674,0.002511301304202148
Lithuania,2000,0.5,0.75,66.986,0.766,2.3178857876836023,0.006398071729165149
Lithuania,2001,0.5,0.75,66.919,0.842,5.297931017134286,0.018439488774769235
Lithuania,2002,0.5,0.98,66.828,0.842,5.502225626315668,0.020281274113423262
Lithuania,2003,0.5,0.75,66.737,0.842,9.358112193467878,0.01433656913624651
Lithuania,2004,0.48,0.8,66.646,0.842,5.663449842648003,0.008713691019983273
Lithuania,2005,0.48,0.75,66.635,0.842,7.391496533427048,0.02789636688542442
Lithuania,2006,0.48,0.8,66.706,0.842,7.03303728500978,0.029745609560212938
Lithuania,2007,0.48,0.8,66.777,0.842,10.325701869617852,0.030800977898302363
Lithuania,2008,0.45,0.8,66.848,0.842,1.5657081412875946,0.049364746469634346
Lithuania,2009,0.47,0.8,66.842,0.842,-15.997262088474862,0.055252722197687475
Lithuania,2010,0.47,0.8,66.757,0.842,1.6957403526078338,0.07042603691849815
Lithuania,2011,0.47,0.85,66.741,0.842,6.351525639181231,0.0750910063068747
Lithuania,2012,0.55,1.0,66.864,0.842,3.136461931947023,0.05583934343725974
Lithuania,2013,0.55,1.0,66.986,0.842,2.4938011430081244,0.15827477933692513
Lithuania,2014,0.42,0.89,67.108,0.842,2.321615692609791,0.17814171898809408
Lithuania,2015,0.42,1.0,67.23,0.842,0.8793935041653828,0.21694584162495018
Lithuania,2016,0.54,1.0,67.366,0.842,1.7203175059651918,0.17419929573703413
Lithuania,2017,0.54,1.0,67.516,0.842,3.6415363746606055,0.1324037112967392
Lithuania,2018,0.54,0.89,67.679,0.842,2.8808378542711237,0.15794622209685288
Lithuania,2019,0.63,1.0,67.855,0.842,2.8335873948169277,0.17648470904498628
Lithuania,2020,0.52,1.0,68.046,0.842,-2.1608715003103773,0.11648171977027333
Lithuania,2021,0.52,1.0,68.249,0.842,3.9492638491173384,0.1246285616314867
Lithuania,2022,0.52,1.0,68.465,0.842,-0.7834083912532375,0.12173620534973094
Luxembourg,1990,0.64,0.98,80.947,0.533,1.9002741129063148,0.20343978553803016
Luxembourg,1991,0.64,0.98,81.13,0.533,5.088773005734712,0.20528809569042133
Luxembourg,1992,0.64,0.98,81.528,0.533,-1.6334558842756046,0.2063521573435968
Luxembourg,1993,0.64,0.98,81.857,0.533,0.7016845029779113,0.20582393527188075
Luxembourg,1994,0.6,0.98,82.482,0.533,0.3070757874210016,0.21108500398090718
Luxembourg,1995,0.6,0.98,82.893,0.533,-2.0922349667005835,0.21397203680649565
Luxembourg,1996,0.6,0.98,82.825,0.533,-2.0822844367908844,0.21464770278273868
Luxembourg,1997,0.6,0.98,82.779,0.533,1.9971153631129348,0.21938771760347903
Luxembourg,1998,0.6,0.98,82.893,0.533,3.246292613795797,0.22307305767355515
Luxembourg,1999,0.56,0.98,83.448,0.533,4.614419200965813,0.22372169826697522
Luxembourg,2000,0.56,0.98,84.216,0.533,3.400921843654162,0.2265221024461941
Luxembourg,2001,0.56,0.85,84.843,0.533,-0.254967900747718,0.22685993543431562
Luxembourg,2002,0.56,0.98,85.299,0.533,0.040065928936337675,0.22825780160254475
Luxembourg,2003,0.56,0.98,85.743,0.533,-0.7296504100801633,0.22837041259858523
Luxembourg,2004,0.56,0.98,86.177,0.533,0.6513862749914046,0.2279166939014872
Luxembourg,2005,0.56,0.85,86.598,0.533,-1.1827283088909708,0.2281087398349294
Luxembourg,2006,0.56,0.98,87.009,0.533,2.229564806522085,0.23300789986745316
Luxembourg,2007,0.56,0.98,87.409,0.533,4.332525719949961,0.23180401181949403
Luxembourg,2008,0.56,0.98,87.8,0.533,-4.175983750842261,0.2359360568031886
Luxembourg,2009,0.53,0.98,88.178,0.533,-7.123819697722369,0.2473297449375479
Luxembourg,2010,0.53,0.98,88.547,0.533,-0.22602877499819576,0.24933847059406197
Luxembourg,2011,0.53,0.98,88.906,0.533,-3.286372835893021,0.25757977927909675
Luxembourg,2012,0.53,1.0,89.249,0.533,-2.871714573831911,0.26256766539154375
Luxembourg,2013,0.54,1.0,89.574,0.533,-1.2949143685384643,0.263698440193967
Luxembourg,2014,0.54,1.0,89.884,0.533,-1.8770035923865531,0.2584122627779797
Luxembourg,2015,0.54,1.0,90.179,0.533,-2.2250813799422544,0.25694831982945304
Luxembourg,2016,0.54,1.0,90.46,0.533,0.6302110158733174,0.2558170333755285
Luxembourg,2017,0.54,0.89,90.727,0.533,-3.2256572303062554,0.2492700661246207
Luxembourg,2018,0.47,0.87,90.981,0.533,-2.823879900607666,0.24894471861013193
Luxembourg,2019,0.47,0.89,91.223,0.533,-1.194091235179116,0.2579542570521371
Luxembourg,2020,0.47,0.89,91.453,0.533,-4.65689928398425,0.24770346352275105
Luxembourg,2021,0.47,0.89,91.672,0.533,3.443936952683729,0.25624073582218265
Luxembourg,2022,0.47,0.89,91.881,0.533,-2.75345558645246,0.2581439124734327
Mexico,1990,0.41,0.61,71.419,0.801,1.2260749783658038,-1.452207997633922
Mexico,1991,0.49,0.61,71.816,0.801,-0.16809982219343655,-1.4317860299112666
Mexico,1992,0.49,0.68,72.209,0.801,-0.540944695684092,-1.410531938668669
Mexico,1993,0.49,0.75,72.598,0.801,-1.2073284745825845,-1.4026953241082605
Mexico,1994,0.66,0.75,72.985,0.801,0.31560890350539267,-1.3403440805385418
Mexico,1995,0.66,0.71,73.368,0.801,-9.75043813981605,-1.3232745848466803
Mexico,1996,0.66,0.75,73.67,0.801,2.2337819756038977,-1.3044464964284916
Mexico,1997,0.54,0.71,73.929,0.801,3.252998430822997,-1.2111628533865177
Mexico,1998,0.54,0.75,74.186,0.801,2.300826536097602,-1.189547946456175
Mexico,1999,0.54,0.75,74.441,0.801,-1.0261493662773669,-1.1882086692532385
Mexico,2000,0.59,0.75,74.722,0.801,1.2689731737941583,-0.9665726600556013
Mexico,2001,0.59,0.75,75.045,0.801,-4.083256562581752,-0.958847082055926
Mexico,2002,0.59,0.71,75.365,0.801,-3.8511686745678633,-0.951733670487485
Mexico,2003,0.42,0.71,75.682,0.801,-2.4175252677159507,-0.9252223286582053
Mexico,2004,0.42,0.71,75.997,0.801,-0.054634009521441075,-1.0507784925253731
Mexico,2005,0.42,0.71,76.308,0.801,-1.4452456900704198,-1.0503280485412108
Mexico,2006,0.63,0.75,76.616,0.801,1.2795918974317684,-1.0960034039172648
Mexico,2007,0.63,0.75,76.92,0.801,-1.3660515875518293,-1.0962132009096524
Mexico,2008,0.63,0.75,77.222,0.801,-2.437188669160995,-1.1032751797393598
Mexico,2009,0.63,0.75,77.52,0.801,-9.556105666188465,-1.1010269709733853
Mexico,2010,0.63,0.71,77.815,0.801,1.47887255302692,-1.3634518921975909
Mexico,2011,0.63,0.75,78.111,0.801,-0.1313892260631916,-1.3655531396115248
Mexico,2012,0.64,0.81,78.405,0.801,0.007915342813330933,-1.3682868067431955
Mexico,2013,0.64,0.81,78.699,0.801,-2.5766803760998505,-1.385963496181773
Mexico,2014,0.64,0.81,78.993,0.801,-0.8700337235191845,-1.3662673953691475
Mexico,2015,0.48,0.81,79.285,0.801,-0.5983766226924572,-1.1130592658959635
Mexico,2016,0.48,0.78,79.577,0.801,-1.483444538201294,-1.1150629612107201
Mexico,2017,0.48,0.78,79.867,0.801,-1.3321058288349992,-1.1265137787600414
Mexico,2018,0.66,0.78,80.156,0.801,-1.1028549161605041,-1.0780499573766016
Mexico,2019,0.66,0.86,80.444,0.801,-3.241448621091262,-1.0953262968481219
Mexico,2020,0.66,0.81,80.731,0.801,-11.42257285929823,-1.1165260602195441
Mexico,2021,0.54,0.89,81.016,0.801,3.1383179924102316,-1.1665848324861605
Mexico,2022,0.54,0.89,81.3,0.8009999999999999,1.1380485368036746,-1.1972290204835494
Netherlands,1990,0.78,0.98,68.684,0.95,1.3585785249881699,0.23409042057520907
Netherlands,1991,0.78,0.98,69.329,0.95,-0.4746507289818377,0.23323491880217634
Netherlands,1992,0.78,0.98,70.223,0.95,-1.1696904520266007,0.23383798318438484
Netherlands,1993,0.78,0.98,71.1,0.95,-1.5554473099968542,0.2363165731177276
Netherlands,1994,0.75,0.98,71.962,0.95,0.2324841899201908,0.24097636601258463
Netherlands,1995,0.75,0.98,72.809,0.95,0.49830305809190134,0.2442344686716472
Netherlands,1996,0.75,0.98,73.64,0.95,0.9126424811791968,0.24551972384383583
Netherlands,1997,0.75,0.98,74.453,0.95,1.683719159254242,0.24678013524050146
Netherlands,1998,0.7,0.98,75.25,0.95,1.910826752412689,0.229375304860628
Netherlands,1999,0.7,0.98,76.03,0.95,2.2277075227821204,0.23267662547138107
Netherlands,2000,0.7,0.98,76.795,0.95,1.3438639447199112,0.25144204543044113
Netherlands,2001,0.7,0.85,77.83,0.95,-0.5521873885163647,0.25155465642648167
Netherlands,2002,0.77,0.85,79.113,0.95,-2.530015133149244,0.23036235764904497
Netherlands,2003,0.78,0.98,80.341,0.95,-2.4254248169535693,0.26636828289793824
Netherlands,2004,0.78,0.98,81.514,0.95,-0.47841146595775313,0.2628050724446053
Netherlands,2005,0.78,0.98,82.63,0.95,-0.2969464940378717,0.26375652310174025
Netherlands,2006,0.77,0.98,83.636,0.95,1.1853051374603831,0.29459619992948755
Netherlands,2007,0.77,0.85,84.539,0.95,1.4377376367599333,0.2998521110252712
Netherlands,2008,0.77,0.98,85.402,0.95,-0.3363183911485532,0.2998521110252712
Netherlands,2009,0.77,0.98,86.288,0.95,-6.270710446985827,0.3060612452880575
Netherlands,2010,0.71,0.98,87.134,0.95,-1.2853905518517876,0.3285382093252652
Netherlands,2011,0.71,0.98,87.879,0.95,-1.0310200196273955,0.334322370302059
Netherlands,2012,0.71,1.0,88.588,0.95,-3.5055713969640165,0.33264704164428666
Netherlands,2013,0.71,1.0,89.187,0.95,-2.5338388119021173,0.31707214452148486
Netherlands,2014,0.71,1.0,89.69,0.95,-1.050545009146625,0.3187122582799969
Netherlands,2015,0.71,1.0,90.173,0.95,-0.6013817987640537,0.3188248692760374
Netherlands,2016,0.71,1.0,90.635,0.95,-0.4603341145081492,0.3209696546943265
Netherlands,2017,0.77,1.0,91.077,0.95,0.19464904215599077,0.31572671585563084
Netherlands,2018,0.77,0.87,91.49,0.95,-0.34469683790689304,0.2725356626918578
Netherlands,2019,0.77,0.89,91.876,0.95,-0.8197426029405608,0.26195488362227926
Netherlands,2020,0.77,0.89,92.236,0.95,-6.528177932945928,0.21680125176696818
Netherlands,2021,0.75,0.89,92.572,0.95,3.5277714456408815,0.22750715312434072
Netherlands,2022,0.75,0.89,92.886,0.9499999999999998,1.2294831913266249,0.2156869170018486
New Zealand,1990,0.79,0.98,84.742,0.75,-2.876754471016899,0.212733813375294
New Zealand,1991,0.79,0.98,84.95,0.75,-7.878205126635634,0.2130472953380542
New Zealand,1992,0.79,0.98,85.103,0.75,-2.0633420117765215,0.21394818330637827
New Zealand,1993,0.8,0.98,85.254,0.75,3.0758009579149297,0.2229186503956042
New Zealand,1994,0.8,0.98,85.404,0.75,1.6217007645524064,0.22532119049492044
New Zealand,1995,0.8,0.98,85.553,0.75,1.090232629458212,0.23017381631170122
New Zealand,1996,0.83,0.98,85.7,0.676,-0.12082888443201999,0.2084292226279226
New Zealand,1997,0.83,0.98,85.781,0.676,-1.3612039472684994,0.2482074986940148
New Zealand,1998,0.83,0.98,85.861,0.676,-2.1413322411339926,0.2559311385941386
New Zealand,1999,0.76,0.98,85.941,0.676,2.7135352146762597,0.2616471286244312
New Zealand,2000,0.76,0.98,86.021,0.676,0.1590808912367385,0.26803608223696085
New Zealand,2001,0.76,0.98,86.1,0.676,0.6937036766601757,0.26954655940123057
New Zealand,2002,0.72,0.98,86.161,0.676,0.8010239106178629,0.27089686225660453
New Zealand,2003,0.72,0.98,86.221,0.676,0.5722829137704443,0.2708131235091548
New Zealand,2004,0.72,0.98,86.281,0.676,0.4438271735348341,0.2759638439507333
New Zealand,2005,0.79,0.98,86.341,0.676,0.08363911233318758,0.28082753907957275
New Zealand,2006,0.79,0.98,86.4,0.676,-0.5567366336581049,0.2771032886537641
New Zealand,2007,0.79,0.98,86.34,0.676,-0.0010778263283796607,0.2772158996498045
New Zealand,2008,0.78,0.98,86.28,0.676,-4.155309856818773,0.29171716260305497
New Zealand,2009,0.78,0.98,86.22,0.676,-3.2153280988723254,0.2994069090765233
New Zealand,2010,0.78,0.98,86.16,0.676,-1.7646666526940376,0.29597614031297925
New Zealand,2011,0.7,0.98,86.1,0.676,-0.6644832923026864,0.2817893387703948
New Zealand,2012,0.7,1.0,86.161,0.676,-0.39569336935795285,0.28191959983299025
New Zealand,2013,0.7,1.0,86.221,0.676,-0.13124391884784004,0.2598784996707114
New Zealand,2014,0.72,1.0,86.281,0.676,-0.008829068870863079,0.2513841308112261
New Zealand,2015,0.72,1.0,86.341,0.676,-0.46391299644194967,0.2611549298096225
New Zealand,2016,0.72,0.89,86.4,0.676,-0.6132763700125075,0.2598384307656228
New Zealand,2017,0.76,1.0,86.466,0.676,-0.725088039009948,0.2637722841047265
New Zealand,2018,0.76,0.89,86.538,0.676,-0.42227947149237066,0.29111730730821644
New Zealand,2019,0.76,1.0,86.615,0.676,-1.2808572728251073,0.28909523745171006
New Zealand,2020,0.77,1.0,86.699,0.676,-4.929985011015022,0.2725517373650702
New Zealand,2021,0.77,1.0,86.789,0.676,2.62197604363647,0.26015139189477904
New Zealand,2022,0.77,1.0,86.884,0.679008200080716,0.4866119924169159,0.2754933296393246
Norway,1990,0.82,0.98,71.956,1.0,-0.5277182705101895,0.42248420284246335
Norway,1991,0.82,0.98,72.265,1.0,0.48459200132577496,0.4233850908107874
Norway,1992,0.82,0.85,72.665,1.0,0.8685608463051421,0.4259996390302386
Norway,1993,0.74,0.85,73.061,1.0,0.12506350939555527,0.4323262716732843
Norway,1994,0.74,0.85,73.453,1.0,2.349052158093577,0.4344989249385013
Norway,1995,0.74,0.98,73.787,1.0,1.5065467557394376,0.44804277921245994
Norway,1996,0.74,0.98,74.062,1.0,2.3872233408001065,0.4493215095709113
Norway,1997,0.77,0.98,74.476,1.0,2.6055796479167728,0.4487998123129325
Norway,1998,0.77,0.98,75.027,1.0,-0.05053007054565938,0.4499259222733376
Norway,1999,0.77,0.85,75.569,1.0,-0.7342284480384675,0.4503763662574996
Norway,2000,0.77,0.85,76.02,1.0,0.5408625664556109,0.4786183088705875
Norway,2001,0.73,0.85,76.378,1.0,-0.5577789555021385,0.4776784847759342
Norway,2002,0.73,0.85,76.733,1.0,-1.2773913610579553,0.47916891472489054
Norway,2003,0.73,0.98,77.084,1.0,-1.7551195859666595,0.480683420362228
Norway,2004,0.73,0.98,77.399,1.0,1.2920674604387035,0.48339126076071975
Norway,2005,0.77,0.85,77.675,1.0,-0.12152627688745063,0.5003591526122417
Norway,2006,0.77,0.98,77.95,1.0,-0.47008189566412095,0.5062023452438209
Norway,2007,0.77,0.98,78.234,1.0,-0.2550072335793609,0.4962666951246588
Norway,2008,0.77,0.98,78.526,1.0,-2.872292966256802,0.5063149562398612
Norway,2009,0.75,0.98,78.815,1.0,-5.278944013029953,0.5108127875634358
Norway,2010,0.75,0.98,79.102,1.0,-2.5702954515048493,0.5130355130299953
Norway,2011,0.75,0.98,79.455,1.0,-2.3070638035809026,0.5091749667760415
Norway,2012,0.75,1.0,79.874,1.0,-0.7320129952184009,0.5159977187078407
Norway,2013,0.78,1.0,80.286,1.0,-2.307543646627996,0.5128241489293504
Norway,2014,0.78,0.89,80.692,1.0,-1.205901398402688,0.5152831868518353
Norway,2015,0.78,0.89,81.091,1.0,-1.2608859184465095,0.5190641939907463
Norway,2016,0.78,0.89,81.485,1.0,-1.832277530284555,0.5113859402859141
Norway,2017,0.7,0.89,81.871,1.0,-0.47017172650534583,0.4995309454873286
Norway,2018,0.7,0.89,82.248,1.0,-1.9440934195471191,0.4476044299680275
Norway,2019,0.7,0.89,82.616,1.0,-1.6661894842874778,0.46574902587595285
Norway,2020,0.7,1.0,82.974,1.0,-3.9673065221570236,0.46239750360835896
Norway,2021,0.69,1.0,83.323,1.0,1.244882640147859,0.4882158041583966
Norway,2022,0.69,1.0,83.664,1.0,-0.015255439920565548,0.47775735377300965
Poland,1990,0.54,0.98,61.27,0.96,-9.121003108203391,-0.687092663213146
Poland,1991,0.43,0.98,61.315,0.96,-9.454527435686135,-0.5974604651348435
Poland,1992,0.43,0.75,61.359,0.96,0.09131524517467511,-0.5725970554842974
Poland,1993,0.51,0.8,61.404,0.96,1.3649489388238691,-0.5658064766659884
Poland,1994,0.51,0.85,61.449,0.96,2.961151439005293,-0.5442450528554689
Poland,1995,0.69,0.98,61.493,0.96,4.847930063925392,-0.5520368380886826
Poland,1996,0.69,0.98,61.538,0.96,3.925202130202149,-0.5527504558752228
Poland,1997,0.48,0.98,61.583,0.96,4.269683026682013,-0.5365261535487246
Poland,1998,0.48,0.98,61.627,0.96,2.4934600191276037,-0.2710312900510607
Poland,1999,0.48,0.98,61.672,0.96,2.5539236896840025,-0.26818292967036
Poland,2000,0.62,0.98,61.716,0.96,3.5490295593602443,-0.2670740632507058
Poland,2001,0.47,0.98,61.761,0.96,-0.8231207267713971,-0.25774144727122766
Poland,2002,0.47,0.98,61.787,0.96,-0.026474214897783933,0.032524827069122866
Poland,2003,0.47,0.98,61.676,0.96,1.458680553849308,0.03189051881510336
Poland,2004,0.47,0.98,61.564,0.96,2.934717812626119,0.03227891449203579
Poland,2005,0.51,0.98,61.452,0.96,1.4427742827800045,0.04133659146838144
Poland,2006,0.51,0.98,61.341,0.96,4.088910288086197,0.006839463603331892
Poland,2007,0.54,0.98,61.229,0.96,5.010147587257881,0.007883775369666005
Poland,2008,0.54,0.98,61.116,0.96,2.076251280355743,0.182800582471369
Poland,2009,0.54,0.98,61.004,0.96,0.6530082653899859,0.17928036053451768
Poland,2010,0.54,0.98,60.892,0.96,1.1194778288505083,0.1998050425108128
Poland,2011,0.48,0.98,60.78,0.96,2.8761550208964235,0.21717890929424766
Poland,2012,0.48,1.0,60.654,0.96,-0.5641057088492066,0.21925063719651197
Poland,2013,0.48,0.86,60.529,0.96,-1.1921174723207797,0.21034992680180617
Poland,2014,0.48,0.86,60.403,0.96,1.8051374957700035,0.21335429260905525
Poland,2015,0.53,0.86,60.278,0.96,2.3433249171429793,0.0170923658067396
Poland,2016,0.53,0.81,60.178,0.96,0.8882123132460215,-0.4630212121642472
Poland,2017,0.53,0.86,60.105,0.96,3.017325174299563,-0.5567834694549173
Poland,2018,0.53,0.86,60.058,0.96,3.835857667915013,-0.5810507825994687
Poland,2019,0.59,0.86,60.037,0.96,2.3660249874814747,-0.6541519425360731
Poland,2020,0.65,0.81,60.043,0.96,-3.9578577370258716,-0.7517753336046867
Poland,2021,0.65,0.81,60.075,0.96,5.25596615177291,-0.7882849017066351
Poland,2022,0.65,0.81,60.134,0.96,5.796095851015808,-0.8128319916052479
Portugal,1990,0.78,0.98,47.915,1.0,2.067711050152097,-0.5143851809283548
Portugal,1991,0.7,0.98,48.469,1.0,2.499437850660122,-0.5125960398891338
Portugal,1992,0.7,0.98,49.13,1.0,-0.9414890773070516,-0.509577581901264
Portugal,1993,0.7,0.98,49.789,1.0,-4.272585420715624,-0.5069409947765893
Portugal,1994,0.7,0.98,50.449,1.0,-1.4160419404343707,-0.49968719243201937
Portugal,1995,0.79,0.98,51.109,1.0,1.8128119116331378,0.16639719057698538
Portugal,1996,0.77,0.98,51.77,1.0,1.0062372090696852,0.16928032910199114
Portugal,1997,0.77,0.98,52.428,1.0,1.826234978028884,0.1709034172623013
Portugal,1998,0.77,0.98,53.086,1.0,2.170046507509262,0.1721743257934014
Portugal,1999,0.69,0.98,53.743,1.0,1.2109525011385267,0.17310170076215517
Portugal,2000,0.69,0.98,54.399,1.0,0.9794979770998801,0.1753467388745947
Portugal,2001,0.57,0.98,55.044,1.0,-0.882266970278889,0.17894208210510096
Portugal,2002,0.68,0.98,55.666,1.0,-1.888994661525203,0.18220329376661676
Portugal,2003,0.68,0.98,56.287,1.0,-3.4112838332144224,0.18319488554394908
Portugal,2004,0.68,0.98,56.907,1.0,-0.5639096548912935,0.1849305847002997
Portugal,2005,0.69,0.98,57.522,1.0,-1.5144956387810486,0.2066229182999155
Portugal,2006,0.67,0.98,58.137,1.0,-0.6675713928428606,0.21620240491135978
Portugal,2007,0.67,0.98,58.749,1.0,0.19604117898205284,0.22263676116622702
Portugal,2008,0.67,0.98,59.359,1.0,-1.934831604633994,0.2233989240706482
Portugal,2009,0.66,0.98,59.964,1.0,-5.323929661731594,0.22386254451497528
Portugal,2010,0.66,0.98,60.567,1.0,-0.4186086142610249,0.21711444660042564
Portugal,2011,0.51,0.98,61.167,1.0,-3.6609967431364816,0.2132225890632209
Portugal,2012,0.51,1.0,61.763,1.0,-5.777078996801939,0.2335310923624915
Portugal,2013,0.51,1.0,62.352,1.0,-2.4869345566164966,0.22543041091357732
Portugal,2014,0.51,1.0,62.936,1.0,-0.7724205633413075,0.2259934658937799
Portugal,2015,0.61,1.0,63.514,1.0,0.10493738841500158,0.22494323875731934
Portugal,2016,0.53,1.0,64.086,1.0,0.23227721693523096,0.2297006082427302
Portugal,2017,0.53,1.0,64.652,1.0,1.6495458467154913,0.2326551057708378
Portugal,2018,0.53,0.89,65.211,1.0,0.9046022537694467,0.23963556361200983
Portugal,2019,0.61,0.89,65.764,1.0,0.5488737771127031,0.1928948041465972
Portugal,2020,0.61,1.0,66.31,1.0,-10.506357016647321,0.1620183841673293
Portugal,2021,0.49,1.0,66.849,1.0,2.967176916592672,0.1634311401851003
Portugal,2022,0.62,1.0,67.381,1.0,4.226647895733819,0.0745826806848428
Slovenia,1991,0.77,0.89,50.517,0.0,1.195757173633151,-0.22775026818010863
Slovenia,1992,0.86,0.8,50.543,0.831,1.1956838576462772,-0.3757180037326459
Slovenia,1993,0.86,0.98,50.569,0.831,1.1957543985954595,-0.3695133981080067
Slovenia,1994,0.86,0.98,50.596,0.831,1.195735701886214,-0.3562977915863702
Slovenia,1995,0.86,0.98,50.622,0.831,1.195780485502074,-0.0911412174387843
Slovenia,1996,0.76,0.98,50.649,0.831,1.1579194788557414,-0.0900561725315045
Slovenia,1997,0.71,0.98,50.675,0.831,3.08140031722936,-0.1146934024770321
Slovenia,1998,0.71,0.98,50.701,0.831,1.3951865031452435,-0.12116674789787782
Slovenia,1999,0.71,0.98,50.728,0.831,3.147711400909899,-0.24497594083802515
Slovenia,2000,0.72,0.98,50.754,0.831,1.256146289183778,-0.25783954759139377
Slovenia,2001,0.72,0.98,50.78,0.831,0.9444235386854509,-0.26026529823471156
Slovenia,2002,0.65,0.98,50.857,0.831,1.267698087383897,0.016403857061813343
Slovenia,2003,0.65,0.98,51.082,0.831,0.7885176863661879,0.013789870927678003
Slovenia,2004,0.61,0.98,51.308,0.831,2.182828497655496,0.00021638475807311334
Slovenia,2005,0.61,0.98,51.533,0.831,1.5086754163817977,0.0021807024922587733
Slovenia,2006,0.61,0.98,51.758,0.831,3.299754210767424,0.0261143454868036
Slovenia,2007,0.61,0.98,51.983,0.831,4.273860372788827,0.04723686014183696
Slovenia,2008,0.65,0.98,52.209,0.831,1.2365521300852251,0.03735968903204794
Slovenia,2009,0.65,0.98,52.433,0.831,-10.490048561487407,0.09759381415063635
Slovenia,2010,0.65,0.98,52.658,0.831,-1.2068964151507484,0.08055873636987462
Slovenia,2011,0.67,0.98,52.883,0.831,-1.4576566151951664,0.07051578673552285
Slovenia,2012,0.42,0.84,53.108,0.831,-4.953367570500182,0.06269876379715317
Slovenia,2013,0.42,0.84,53.332,0.831,-3.2731858998867014,0.21106664194183158
Slovenia,2014,0.53,0.84,53.557,0.831,0.5574709369819776,0.18510026771376972
Slovenia,2015,0.53,0.84,53.781,0.831,0.02358803170009521,0.20177990076578878
Slovenia,2016,0.53,0.8,54.02,0.831,1.0066780096278953,0.1911566216995244
Slovenia,2017,0.53,0.84,54.273,0.831,2.6374268068238673,0.15765100588057762
Slovenia,2018,0.54,0.8,54.541,0.831,1.9666363115593852,0.12251180041038268
Slovenia,2019,0.54,0.8,54.822,0.831,0.6946951298350373,0.09368780509282967
Slovenia,2020,0.54,0.89,55.118,0.831,-6.989734017141632,-0.07984668278856577
Slovenia,2021,0.54,0.89,55.427,0.831,5.8282599753255395,-0.26708499332821795
Slovenia,2022,0.52,0.89,55.751,0.831,0.16158648511788834,0.03387364817714942
Spain,1990,0.71,0.98,75.351,0.68,1.5662147861654574,0.06122615831023361
Spain,1991,0.71,0.98,75.528,0.68,0.17575775040559094,0.06488142089279238
Spain,1992,0.71,0.98,75.61,0.68,-1.673462709640576,0.07096910387495133
Spain,1993,0.77,0.98,75.692,0.68,-3.6529437465808723,0.06980365614997036
Spain,1994,0.77,0.98,75.774,0.68,-0.21268507310986506,0.07511541926599913
Spain,1995,0.77,0.98,75.856,0.68,0.19538450346184813,0.07855731015689604
Spain,1996,0.81,0.98,75.938,0.68,0.12425975974401135,0.08525315017271198
Spain,1997,0.81,0.85,76.019,0.68,1.1591588334519425,0.08654243381796844
Spain,1998,0.81,0.98,76.1,0.68,1.8523614617001276,0.08720624949379226
Spain,1999,0.81,0.85,76.181,0.68,1.9582864879054689,0.08765669347795431
Spain,2000,0.74,0.98,76.262,0.68,2.666792189891811,0.09579058128540899
